amount,link
Ξ0.03,https://etherscan.io/tx/0xdc916b1b7717a6e256ecc5776d2576a8d77a628d6e33ddf96988a357a123de2c
Ξ0.01,https://etherscan.io/tx/0x565863a462c86c308d44fbf8704bd253719bd8fdf7b1b8ee41c312b5e01c1887
Ξ0.1,https://etherscan.io/tx/0x334886766e3ed97053a8e434a1ab6a88bb0b289efe7cc3fbe24e057efa1d3146
Ξ205,https://etherscan.io/tx/0xb33ad92fbb2587a09fcd8d212052a25634ab69b3b2cf544ff9f754e86ab88e66
Ξ0.02,https://etherscan.io/tx/0x5706d28a4ac2903b23c84bdb174eedf7f2d4c484aeffb1372ddde18fad51cbe1
Ξ0.0446,https://etherscan.io/tx/0xaeaff17aabfd907a22a0120cbb4a98630157a85832639631817da7f88e4d4e72
Ξ0.0125,https://etherscan.io/tx/0x6ad34d88ec1bf79b2bcb65dedd6d08ad6a511678c50728d87523f088963951d6
Ξ0.025,https://etherscan.io/tx/0x5e0b71569d4580c76fcb08f82da9965548d1f9cdc432b1bd4c637f6ad33e222b
Ξ0.0117,https://etherscan.io/tx/0x5d7a658071300483a367ecaeec6a0ab43f52e1ef8d6b2149799329ec1817eaba
Ξ0.3,https://etherscan.io/tx/0x545955e1740e1bcbedc33bbe5e7f4a1f9dc16a6e8f3fa2571baed87ba178cf93
Ξ0.1,https://etherscan.io/tx/0x510f013c10d68b901d5080fefb85aa4a32965daa56f0c21e0597e5b980fcf5f9
Ξ0.1,https://etherscan.io/tx/0x35a65329cf4f9a39c11dc16dce550eb41faf2b211eea87b716e9f3cfa7528eb1
Ξ0.1,https://etherscan.io/tx/0xc66be2944573a4b6482f4c18cec29adb6358580cbb38f0836b09037fd76e03ae
Ξ0.01,https://etherscan.io/tx/0xad1f638e8153a0947eb1cd99a71951e2684bb7fa4b39a1d69d201dc968625e2f
Ξ0.5,https://etherscan.io/tx/0xcf2a84ae1fa0e82a06833aadaa52b5f27063189a9b167ca489fe82412db00b03
Ξ0.05,https://etherscan.io/tx/0xbce2ed5de02a955a6be332e28483730c383ae73085c49331bbe4354c61c830fc
Ξ0.1,https://etherscan.io/tx/0x6a05591b5a3d1f0e91d8d6f0ac7c5aaffbf86b2e23e581cf2181f5326a312ef5
Ξ0.08,https://etherscan.io/tx/0x69750f2a666a95c04bd772f5674ad1a8d73e044cfb51fa8cb2f2c5b27a80304b
Ξ0.985,https://etherscan.io/tx/0xb01cd047b43401c06a52489b9d8b121e4abd7e0d330ba5315edd6e8758db4caf
Ξ0.6,https://etherscan.io/tx/0x09b1df4b77f2026b490939da708c8b222a54a592e8c91ce621090fd3cec175a7
Ξ0.19,https://etherscan.io/tx/0x1182507353ddfdb36cf55c327449cf448517e50d71e117d7e728cf73581994ab
Ξ0.04,https://etherscan.io/tx/0xe268283d7aff0fb669250f2a5dc94b8a48afdea22b68903e2669cd447f6966f7
Ξ0.1,https://etherscan.io/tx/0x9d2eb2cad595e75c4da5074470090b755f92b14fcf38f46d93a87e8f51bcab24
Ξ0.1,https://etherscan.io/tx/0x7b129c48578ceb83e70ae7738c6df0bf5cba21e35fcef402f8183cef52ed9c8d
Ξ1,https://etherscan.io/tx/0xad47172426cc3170215e9d439da3e8d7e4749fa1c80c8154c56c552d0bf8d954
Ξ0.03,https://etherscan.io/tx/0x0cde49bd4b09ebd8d6f3202ae91b0666d079381a3403f2d7cfcc143b337b9620
Ξ0.1,https://etherscan.io/tx/0x829fd9ee1116d8ea66ee7dbff597d6ed7f59450a39e989a9657fb27675972974
Ξ0.1,https://etherscan.io/tx/0x775baa1ca4cc5f8b86213aed76590ea888b0fbd2d775da60340d412b773eed0b
Ξ0.1,https://etherscan.io/tx/0x61f62297f03932d866b8780ee1be62ceca438a20d9ce8db704c134f8f48b44e9
Ξ0.1,https://etherscan.io/tx/0xb000daf73d2f70e77468957b372244ee8c9be90a979b024b0fa6316e2da5f762
Ξ0.01,https://etherscan.io/tx/0x5d16bd73c3871a1b4810c4b96def3b38e1300a060844e32a841f2d969f05289b
Ξ0.238,https://etherscan.io/tx/0x57af1cc4053fed50e559831e01fdff04ffc08e192825a083d52fbaa00c51a795
Ξ0.031,https://etherscan.io/tx/0xd0d2f2adf4efffaf472d7a4982e4373e934ff685dcd14aff57de6868922286b3
Ξ0.1,https://etherscan.io/tx/0x0f8500dc36966f15b675a22f60c5f2d22e37df6d7810dd41d681ff3dd4cdf393
Ξ0.01,https://etherscan.io/tx/0xf6c48b34de1326f2cad67bf8c20d6afd5d42267d7b97aacfdeecb96c2f8c2732
Ξ0.05,https://etherscan.io/tx/0x4cc35a7b414da8cdef026be60b21ace5dd4e68b833dd4b45919898b2b092fd86
Ξ0.0235,https://etherscan.io/tx/0x43c6903227f8aad6a1485cb0f731cacfca605179d5ce51363e45dc13e9a05f41
Ξ0.06,https://etherscan.io/tx/0x4368d47c18ef69c2f4d20944bd5971932984eb133eb88d9f961e4aacc5a4a51f
Ξ0.032,https://etherscan.io/tx/0x42b4336c0febd7d1f650ae9620c492117363f3d48964b08b1d7fa25893558534
Ξ0.1,https://etherscan.io/tx/0x25508fbc452532522ad14b6ecb62d861d6ab3967c5b25e640b9c80c881054b6c
Ξ0.25,https://etherscan.io/tx/0x9f84c4e3b7ebbdca87f796e1d86ae988c5d20e4047e1525134c33a26dbed7dd5
Ξ0.25,https://etherscan.io/tx/0x58a40966fd28f43dacb8c890148e22909434e887e904c0b05f25050bddb81247
Ξ0.1,https://etherscan.io/tx/0x0c92ce20ce3e1113b6da609c7cba31f3bf099190b89a7a45e8754b5c9ef1480d
Ξ0.001,https://etherscan.io/tx/0x159a3765cd43cd79d157a547ad9ad0276df29adddf7a0c5188e5bb6b88c08829
Ξ0.2,https://etherscan.io/tx/0xf65062ffcd394d6fbf1cebb3b47282a1bb3f20c2f929fa04ba516c88d7c0d822
Ξ0.1,https://etherscan.io/tx/0xecfded5f6ccee5a55c3fa0a898d841e4021d20dc040bfac56b849a617e544869
Ξ0.1,https://etherscan.io/tx/0x17b9ca6bbb85cbb57534e53b10cf642216af87d8873d395a832fd686773b7873
Ξ0.01,https://etherscan.io/tx/0x115d7da0f529b1ef8dabca9f0af5e486f2ff5d36a5741df3e6478e332a43db59
Ξ1,https://etherscan.io/tx/0xf4c69358459d7276936f25fab6b0747f5d7ab0da04bced99668a7cb2e8d83936
Ξ0.5,https://etherscan.io/tx/0xee2c5b3f12d1c2b41e54d024c92a8585af9de5c8e6ce65241cca63c18cf663bc
Ξ0.02,https://etherscan.io/tx/0x8e703593e410dca78d767e2bd6faaa609f3613c57e2ae7242de04d0632b8bb2b
Ξ2.8,https://etherscan.io/tx/0x468bf2278cb77f3b1ee2358ec2536aa4a820c258d2b1faa6dc7f5542d015f23d
Ξ0.005,https://etherscan.io/tx/0x2d296368f6bfc9be76799ce730a43672683c27de2eab5f344b7c45f36bfdebb7
Ξ0.12,https://etherscan.io/tx/0x22d48704928ae990779a2768557c7deb67f18645a37cf34526fa414a19b9c558
Ξ0.025,https://etherscan.io/tx/0xfdbbe8a31d5a28ef136e484085e857f768e05d0142e63be800852f34d3a8a729
Ξ0.063,https://etherscan.io/tx/0xf344d4933b204c344ddb679ad6467bdf90a3c59ecc332dcc023d94afbe2b9127
Ξ0.1,https://etherscan.io/tx/0xce00e8ed0015f54f5bbac40302ee11088cd1b8cdfc504b2a1e5177310aa2625e
Ξ1,https://etherscan.io/tx/0x3d3d1a9a8a22a7ce07abfefcca4e1f7dde87e7295569368fec5eb0a7461e6ccb
Ξ0.1,https://etherscan.io/tx/0x1cd6ef7ad86023d8c44c3a639038b6747ca0531c42600eb6f39ea88e5fca2554
Ξ0.1,https://etherscan.io/tx/0x18040bfaf1291a7c8bcec791cd3e1d376270fae213978aa5787383920d648f0e
Ξ0.02,https://etherscan.io/tx/0x130a9e473a74ea856590fffbb3788248451fd1e24e05f74ec4f0e85c2f0b51c5
Ξ0.1,https://etherscan.io/tx/0x4bca3ce75c8784f7dafa342cc0464dad8d14ca841725eae52e5fce513ee4f994
Ξ0.1,https://etherscan.io/tx/0x0aa277d447054b4139fcda2ea8ce535bcae1ff93eb07dffadbc14a6ae78ba8c3
Ξ0.05,https://etherscan.io/tx/0xecc7d82071e0481d747a3e93ccbcbc17eb6862a9f2db37f093fb89ce36673025
Ξ0.04,https://etherscan.io/tx/0xdf97a5a937b2cadeb0abc8ec083c192f52f8f01a0121f6c853acf516510f181e
Ξ0.01,https://etherscan.io/tx/0xa21b52eb02e5db5933c71e98bd82f61af37c5a4c0ddc36fdbec72d0dc4d3c5a9
Ξ1.5,https://etherscan.io/tx/0x6d19a3bd8c14f5c2e499e5a826361338316f97208402ec7f7d07e6c075b8e13e
Ξ0.1,https://etherscan.io/tx/0x9236d899c73bafb76cfdf273fa197cd4eef79bc5369d7c034a68b0d94d037f3f
Ξ0.1,https://etherscan.io/tx/0x593cddf8a5487eda931745d8da71e0d01e703d451f61e55833dbd648da0c6af3
Ξ0.08,https://etherscan.io/tx/0x04b969dc9c553d8d91baf4aca052c8440f8ac3fbdd272b1c182ed0065ebefeaf
Ξ0.001,https://etherscan.io/tx/0xe0971eb9e1177cd69b8d53fdfed941a53503b3bf4061a50c56d990b68e000630
Ξ0.1,https://etherscan.io/tx/0x0f1713b0bf4c6226da649ee22ddf3f3db078884f285f7b9135ad1f8992ae0712
Ξ0.1,https://etherscan.io/tx/0xbe8251bc5a486f44adcfd45401da4b7456593fbc48fb3a69cd2a54077d5e92ad
Ξ0.012,https://etherscan.io/tx/0x6d31a3867e9e29669eb0737de0f00f7f6867c0807e75a64cdf0b29dc839ae4c1
Ξ0.0235,https://etherscan.io/tx/0x3519378cbda5216008de1ed1236ea3d584bc07ab5ecd7f525a42abcfe078a7b1
Ξ0.1,https://etherscan.io/tx/0x3047462ce62e383d1e9e07e8e89a7d0b133293087f32b00c07dfc9875987c8b7
Ξ0.1,https://etherscan.io/tx/0x04f8c51c803f56f3537520d761a7c73f75738ab8363157486c8f54ae76e7d6c1
Ξ0.0070,https://etherscan.io/tx/0xa24ba9f0f10e990189d154db76811ed6212cf1734821a9bf6c2cb3be4f4a9d11
Ξ0.1,https://etherscan.io/tx/0x6e4f8ef1407dd0d3484bec0d0aff1f4a7a0bd4c09799dc0006956a85172ae944
Ξ0.02,https://etherscan.io/tx/0xfcbb11a5ef39124ad297416b615f19fc24e63ce3f2ab3a45d259550ad95e40fc
Ξ0.1,https://etherscan.io/tx/0x6e625c66c4e420e5f8a0160edde6cd35290dd1765524d55df077bb2ce9a7980e
Ξ100,https://etherscan.io/tx/0xeb8fafd952416d0ba89b98e9b7ef5f0fc60edad7ddb7e9eb374fc0c7bfcd6957
Ξ0.04,https://etherscan.io/tx/0x58b8708656b899a6f0306b7f0dd66128302bffcf8f839d1be9f58880bb21cba5
Ξ0.01,https://etherscan.io/tx/0x1624f78cf79f1f9d1fff692ca1aa8d9cd3aa07cb6f2f4e09cce1c4180b8afdad
Ξ0.1,https://etherscan.io/tx/0x08c71031085715dcef58cd619698175039151ca9c4f0464ff6f3663e8bf8d85c
Ξ2.3,https://etherscan.io/tx/0xa79867def6f6978a309c8a47309a00e0dbc330f6205b9854c208efd6cbdaa670
Ξ0.1,https://etherscan.io/tx/0xef698027a2daab4f1b2795b3a9a6358160bb249c5a0c6f237fc5253420c50403
Ξ0.01,https://etherscan.io/tx/0xe0e4533e130f50a2cdd8cb2c65c58d110eb872c67c5d50a2f452ef9d7e4d34c0
Ξ0.1,https://etherscan.io/tx/0xb16a72ce4f60c092ce366a1d10daa2b9fc82010bb1cc3409f96770e27cfc98ba
Ξ0.1,https://etherscan.io/tx/0x71fee4f931da0b9ad5454b52f5b85ea054f297f58970522a2f02d8fb9714fa45
Ξ0.1,https://etherscan.io/tx/0x182ea2672ae267b37819d00cd34c14e34e4a6e26f683c2f62413d8190aa05998
Ξ0.01,https://etherscan.io/tx/0xe30eeea23b748682e11c9e9da232ce204dad2e478bde8ebfd08a186de477b2bf
Ξ0.1,https://etherscan.io/tx/0xd72425d53470f0d620e63ef46d7514eb8972f3f75b7644b2bc99217e58f44e6b
Ξ0.03,https://etherscan.io/tx/0xcacffa10a50a55e97b586946b46a8431f98715f5240e0affb6faf8e14eadbacd
Ξ0.0234,https://etherscan.io/tx/0x93adafc153341f1a0a4ebde847b6c94d182c5123615747ecb8ffe8c461f7643b
Ξ0.065,https://etherscan.io/tx/0x56438375bf84e3298a5285fa9b9d2093fc22cc96f59785b3bab7d80e7f9e2b1a
Ξ0.01,https://etherscan.io/tx/0x4750a607eec0592c7fe6d13c42cb0b62112ba200d17ac8b4a1e7c4bb3cd8edeb
Ξ0.1,https://etherscan.io/tx/0x2727544ec04a55966bfffee58a9548ac37beb08ef4aba35023483f705a3f7007
Ξ10,https://etherscan.io/tx/0x25248ddca643ada54d28fd373f1a4abeec2def4b5959e619967ca23029058614
Ξ0.01,https://etherscan.io/tx/0xfd0e75c1c2433cd2b9d5f8f15c2eda9b703acc242a4ee54d34721d65ccabb3ce
Ξ0.015,https://etherscan.io/tx/0xbd89d3a7245d7d17e14147957a88d82215259295d47c4ea8402895e928363960
Ξ0.01,https://etherscan.io/tx/0xaf3957392c6e5e5c8b7470beb5bbbce6874d66b8e07e8dd67719114b2dbb06cd
Ξ0.05,https://etherscan.io/tx/0xacc8d6e3e8ec1296a424840aa01c2507e22335f9071c756a826393010e32f5c9
Ξ0.1,https://etherscan.io/tx/0x0a5219ed2791a628d42fed62eff9597362d9a1055313ac5d60deeb0c09cd9036
Ξ0.1,https://etherscan.io/tx/0x9c762123bd70f94d18b4fd75a421969fde30c5a0b58c487058a1beec199d13d5
Ξ0.03,https://etherscan.io/tx/0x892115a121d95b34d1de4665648909fcb89d00be5c13b197fd73ec3fa9f4c8f8
Ξ3.5,https://etherscan.io/tx/0x843e8f03d9e1089c1901a8bedd0cb3632463efa9d6bdc830126fc3a1f3af9c0c
Ξ0.015,https://etherscan.io/tx/0x3bad2207c77605a5c1b8f10fd85b1cdb0a26b8818a0d5c3fd3494299726f4e30
Ξ0.1145,https://etherscan.io/tx/0x30bc87c29b87488cc7349660fec40294847cb09c365233dbc7f1f5a273729511
Ξ0.175,https://etherscan.io/tx/0xa2acc3d96666d3fbd10909dceadc1973b4af07ed97340a042f30ff1288fb114f
Ξ0.1646,https://etherscan.io/tx/0x6a06993ef5aeb7de49b12dccc038edd4d249a24c871ca7edbd9668c47b9f0c99
Ξ0.1,https://etherscan.io/tx/0x1fe855478043db8439930bdc176e6f46f490d3bb6294cd6c56f2d54dac756f6f
Ξ0.9,https://etherscan.io/tx/0x765e23583606ca55c3718be7eabc160b75b4a5ecd055891f41405e2676f87316
Ξ0.01,https://etherscan.io/tx/0x4c76d3c8b5b56d7fd31db0b88feda1f476dc7275f7012c0495f2df386d3b1234
Ξ0.01,https://etherscan.io/tx/0xccb30171832cd86f5850cf8ad2ad01fc33557534ec8988a79591d312df925a1e
Ξ0.03,https://etherscan.io/tx/0x84eadbb96ce0b086bfe68c5e010be6a0d11db5aa731cdcb125f059952320f26a
Ξ0.09,https://etherscan.io/tx/0x33030d687960ba0baf12b9df56aabeda53cf44b970708cdd2b69bc38bcbb60b2
Ξ0.1,https://etherscan.io/tx/0xf9d2a75381f1bc69e3036bb1942813099a3f561c31e27860ca6f66e339470a4a
Ξ0.0001,https://etherscan.io/tx/0xf5a63810b139be6d986e7626ccbd96355d83c39bc1336cec4cf5cca835aa2ac5
Ξ0.05,https://etherscan.io/tx/0xf30d9b20171cf412f793be288e0bf0dc56f791690d4d6779d98ce7264c1e64b6
Ξ0.03,https://etherscan.io/tx/0xef1cf7241e32ce45ac8a499182c26effaf3d534e8c6c6c535a0f092ec241ee1c
Ξ0.1165,https://etherscan.io/tx/0xe464dc94f1a8eaca6abb7d738327be612758232e2f075f20b0dcdec5a54b0528
Ξ0.001,https://etherscan.io/tx/0x8d1fb7d73f53702efb85f3131357fd4470202371bdb82f8f37fa528b9fbdeb4c
Ξ0.05,https://etherscan.io/tx/0x7afa4d1559100355ac25433c37f0ce2f16d032fa2cbfa32263c307088da98955
Ξ0.1,https://etherscan.io/tx/0x77292cfaf41aa8305c9665ab6a3b36f3d22db218f8d467a69fe8582822417d9c
Ξ0.01,https://etherscan.io/tx/0x4322f1491b063191cde3b8cb13ea0111600a257e9eaeb0a7ff80ca24466d6aa5
Ξ0.0117,https://etherscan.io/tx/0x8b0bdfa236c727ec953ec1fe8d2963fd3375c5c7872d77301bc04e9a874dbc26
Ξ2.35,https://etherscan.io/tx/0xde8ba4204d7ef1e719cfa344d67871a693c6a07d3b4722d966a35985abdee659
Ξ0.01,https://etherscan.io/tx/0xd2291aed24911fae63c9c16e557012da8c67882a35c61453cfa5ec8bb62b8ee5
Ξ0.03,https://etherscan.io/tx/0x326c1e143a4806d292c0f7a22cbfb298f5d4068919c04695a84134ab93319e3b
Ξ0.1,https://etherscan.io/tx/0xc422fbe4d438f274473ed725a1d9ffaa569ef2ee43351287d928537a33b3ae69
Ξ0.0047,https://etherscan.io/tx/0x410da612ea818f72e6093b28c4ff4219b536f491c715973046a186819acb29fc
Ξ0.1,https://etherscan.io/tx/0x0974c95e540c49d77b3dd3dc55228ef3431f737c0ee9c773168109425c18514c
Ξ0.08,https://etherscan.io/tx/0xe84cc89f29beb9ce59ca20568c3abc476032216ace8be826fa9a21eb84ba548b
Ξ0.015,https://etherscan.io/tx/0xd00b318502b61ed1096ca2b296487b20aec98772985c55898a991483d3f7ac32
Ξ0.024,https://etherscan.io/tx/0xac0a91c41bddaf735cfbd6e2dfbd797959acb952adc9a13aa818bead5b6503f3
Ξ0.025,https://etherscan.io/tx/0x72b9fbc776bf20af8d6ebd3ed1b4f144df0d41fa91e5a4bebba501c74eb12350
Ξ0.5,https://etherscan.io/tx/0x1c9487c8b49baf3796270613885167a7d2ac50cf3c962d7b3d876c45647cabb7
Ξ0.03,https://etherscan.io/tx/0x0368c23d790b49c2dd1f7a5b8f61d979d312f9ea3d3d671c6a0f10ef6c121202
Ξ0.1,https://etherscan.io/tx/0x32a4bfdaf1c18cb9c495411761d345bf097c3e26de75c112042457ddbb253260
Ξ0.02,https://etherscan.io/tx/0xc7f9af337e4b3e1edd3f0312969d10a75b93eded72d5723cd98399640095d6c5
Ξ0.0017,https://etherscan.io/tx/0x63b4df97784856db9b8fe8ee607549bba64b7e06588c240691208280dc0a6fe4
Ξ0.05,https://etherscan.io/tx/0x03b58c6b0aa934e1d45fd8e6959103818170f46c4149fa15c2b202d87953500e
Ξ0.018,https://etherscan.io/tx/0xf6d38f3b2d244dfc64f67ed288cb00dfa047564d7edb9c680346ee0d3fef2324
Ξ0.003,https://etherscan.io/tx/0x93fc8d5329bbc5d30b47df37a6837594ab222319552c298acdc59e0aca3d4aa6
Ξ1.8,https://etherscan.io/tx/0x869019c54fabb348d49bf4b315b98c1621846fe6c4f2ec88387989e08f438d66
Ξ0.03,https://etherscan.io/tx/0x438a159a3c4827cd435c0fb32e4fc2eb2e4f0df6b804f6736fab42378b58e29f
Ξ0.1,https://etherscan.io/tx/0x3e6f527f8978823649905938b95fe8eb0cb68e416bb7eabc1612e78645079346
Ξ0.0235,https://etherscan.io/tx/0x2afdf17d70564de3631991937f5374c5eec0b5c04a0dc05e87b15b2fd28857fe
Ξ0.015,https://etherscan.io/tx/0xb7ca71e746936bf8825cb6e39871a0f7eb842041c84dc48420fea1d857683d62
Ξ0.2,https://etherscan.io/tx/0xa0ebe9fbc7f3858685a335b1f7241b67a3f38568883f8652c8f63a226bece82a
Ξ0.5,https://etherscan.io/tx/0x0661d8a0104f75c66f411bb9bcb2fbf7503b8c308d375dcdad55bb54ad8e248d
Ξ0.1,https://etherscan.io/tx/0xcfc46ea7f3642eaa0d19c7efccd5896c72c74dcdd92b7bad4ffd6e8586125005
Ξ0.01,https://etherscan.io/tx/0xc5023cfb5220abaaec80da2044a1374b8b843c3512489b0fe44f7f2e0394d8ad
Ξ0.25,https://etherscan.io/tx/0x86c62466a3d367e15f98e0fd01e3b96528421821f6c3549a62c2e282d36abe95
Ξ0.001,https://etherscan.io/tx/0x65924f1bd013afbd7bef91cba4b3a9c4bcebdb8410bebc862e1a89253c568108
Ξ0.03,https://etherscan.io/tx/0xc0fc0a7b76b87efbe7b1b899997337ddc1bb20e2fe27a57aa47645e252118aad
Ξ0.3,https://etherscan.io/tx/0x5226e36b33a62e74bd30019f1d621a06b63c0f7715cf2770e383df2f9525beec
Ξ0.02,https://etherscan.io/tx/0x425563585a045ae564ca9caf7952e5bac03a9be36bf61f5dde5f74cc09492b95
Ξ0.25,https://etherscan.io/tx/0x98df71a0a607fdd8f40abc4c7336af5b6e07ca0bc25b10ac90fb162e0cf59e9e
Ξ0.35,https://etherscan.io/tx/0x5928a96c4c8c2d5a01619606f15090bc621348fc3d2198444bb833fd77ffc7d6
Ξ0.1,https://etherscan.io/tx/0xc2202bcebb5f1d81b0f9fee650d1afa7acae569cd3f1a15119e92ea4f8491f07
Ξ0.1,https://etherscan.io/tx/0x140ec33c7beccf2804a1db974a8e087e885dcdbf93a77cd68701e6eff290aee1
Ξ0.0000,https://etherscan.io/tx/0xa232b0d84eabf8115d102ace7094d01d9ff3615c51276f237639b51f2912c405
Ξ0.05,https://etherscan.io/tx/0x75cb205e8d562ccdb561481101d99afd1299b4977dfc8e1ca9e9d6fa216d332f
Ξ0.8,https://etherscan.io/tx/0x588e211a2e5042a17ae67faa039f1deddb54b07a40a096ccc3c65d501eabefbb
Ξ0.5,https://etherscan.io/tx/0xd5469f180e636a9043463797e8a79ccd8aba2e85aa514f18624d399e808d64fb
Ξ1,https://etherscan.io/tx/0xd0c98bcf9f5bb03876a370e31ee633798bffeef609f33ae988327e2ba51cc7f1
Ξ0.0042,https://etherscan.io/tx/0x64d46b3cf28c6ae91c37c1f7896139c2cc9ea4fdaef3dedbde80aa5c838b04ff
Ξ0.02,https://etherscan.io/tx/0x4bea765c17278be001535749aac3cb8a349cb4d976aea49f54e84fafc312f08b
Ξ0.0777,https://etherscan.io/tx/0x425c49bca703b3a460b9eebc155a2d677041e231692d0762c265d7c9b9636ddc
Ξ0.1,https://etherscan.io/tx/0x2130904807cec15aa9b6710709b16d169e472889af3662224df9eb0001ca06a5
Ξ0.01,https://etherscan.io/tx/0x90866b0f293334845c535acfec7d71c7b19ac6edc421b22f5e2dfb75802fe457
Ξ0.3,https://etherscan.io/tx/0x85f50039304e4d0633e635009567393adc3e47b794ffac68891f74d3895ae4e0
Ξ0.1,https://etherscan.io/tx/0x02fef4058fed92b40e8c0685cf5d7024be7e4d0dcfd1cfe38e55a4ba572c0724
Ξ0.06,https://etherscan.io/tx/0xf6717c7da30ee1d6874f488b65006a02139bbce6e9a78087df14b443e3b69c0b
Ξ0.1,https://etherscan.io/tx/0xb953127bc44c4ad978beb459dc21871fb1aa12fc57f4d29db25a4164b6f9566b
Ξ0.0469,https://etherscan.io/tx/0xa3206389b0146ceff4e0448c55d16f9b77461cfe1997d70774c645cdddbc62c1
Ξ1,https://etherscan.io/tx/0xa207db4c3d92f2338a261e658bfe78f31c3f17b01860b5331c056eaf313d989d
Ξ0.01,https://etherscan.io/tx/0x7be809a6ce6154f7f375280cb01a74637c969e2167ab8e5d903fc0461da766b8
Ξ0.01,https://etherscan.io/tx/0x6e057a7e345253a938c9121546d2e3134643377f4998d65ae162602241c33df5
Ξ0.2,https://etherscan.io/tx/0x19d27ce51932cf46cdb9282e9bacdb189e9c66c3809523ee9505416e68507c3e
Ξ0.1,https://etherscan.io/tx/0xd0e73c323e93d3d38d01de19b27c470cd9bea463434584b94733808ece914f1a
Ξ0.15,https://etherscan.io/tx/0x584154f2e099f61ab7ef27d65e40811a6564fc09a43156a08067a17b170880ee
Ξ0.04,https://etherscan.io/tx/0x51f71641aff183ed84b3439391ad0aee47f89f0859a58c1d06f93c53706860a3
Ξ0.05,https://etherscan.io/tx/0x37444d6e314a4620c342ae037712d7c002cbe5d9bf2f12022be7ab3d075122c5
Ξ0.0117,https://etherscan.io/tx/0xf02c7f2e5aeb3da0e21e2cb0aa4a6be114ea882c27289bac4b74e0886ecc17b6
Ξ0.23,https://etherscan.io/tx/0xa48df8564b4c697ee23ca7be95ac03be5e2eda001e63de566d64108fa777a53e
Ξ0.0666,https://etherscan.io/tx/0x4c27e42c2ef8d2f357f87c7858d5561a6e321d8352bb0e9ceb24136db1ea65e9
Ξ0.01,https://etherscan.io/tx/0xfe3f4131efdc6f9b0d034c9fd0980e7ba427af8e64f70a12ce0712112da01a12
Ξ0.1,https://etherscan.io/tx/0x3f248ff8efdf177548ff30842dbc4adb3fbe85b4ecbf14b14eba4ad0f46b8c48
Ξ0.5,https://etherscan.io/tx/0xedaff6a92439994e9ddf89405f7e13aaf480bccfe3a1bb5955a6663dd1100866
Ξ0.1,https://etherscan.io/tx/0xe71687d69666d6beab92afa4a584871fe67ea3ac81251826c3d1f80af64b4d00
Ξ0.0117,https://etherscan.io/tx/0xdcf8992ebbde24655a307a984b0f9a54bfbc1ebe18695e1e35ff98e043f40c4e
Ξ0.009,https://etherscan.io/tx/0xa741ad93c05406a9f86d592700165cfa1962fb85935ac4bc020b9d64b4b0e6bf
Ξ35,https://etherscan.io/tx/0xa647d202e0521305a3d185069bcb5f63739a799b1ed444eac2643b6ca7898f34
Ξ0.03,https://etherscan.io/tx/0x92b91e777e4a64ab8b00c8abd83b1b6c6e9cfa7e421ff0dcf49bcfa67c5eef76
Ξ0.1,https://etherscan.io/tx/0x85db0949f8d49468ef1fc70e2ff0b643371d263af9af101a87a6fa4a04e46e59
Ξ1.3,https://etherscan.io/tx/0x743b85f20eb0e8cc29246f0c146605973289ea0de8d2fb9945967e357ce2781c
Ξ0.03,https://etherscan.io/tx/0x25137bc95e4274d7c394840d7784eda3249752e02f079c9ee492084e32c3bea1
